lang,key_path,source_file,english_value,current_value,verdict,reasoning,proposed_correction
hu,LBL_zimbraSamlSpSigningKey,ZaMsg.properties,SP signing key:,SP aláíró kulcs:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_zimbraSamlSpSigningCertificate,ZaMsg.properties,SP signing certificate:,SP aláíró tanúsítvány:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_zimbraCsrfRefererCheckEnabled,ZaMsg.properties,CSRF referer check:,CSRF hivatkozási ellenőrzés:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_zimbraCsrfAllowedRefererHosts,ZaMsg.properties,CSRF allowed referer host:,CSRF által engedélyezett hivatkozó gazdagép:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_xmlFile,ZaMsg.properties,XML file:,XML fájl:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_upload,ZaMsg.properties,Upload,Feltöltés,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_samlXmlUploadExplanation,ZaMsg.properties,You can upload IdP metadata XML to fill the fields below.,Feltölthet IdP metaadat XML-t az alábbi mezők kitöltéséhez.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,fileUnselectedError,ZaMsg.properties,You must choose a file.,Ki kell választania egy fájlt.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,parseXmlSuccessful,ZaMsg.properties,XML file could be parsed successfully.,Az XML fájl sikeresen elemezhető.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,parseXmlFailed,ZaMsg.properties,XML file could not be parsed.,Az XML fájl elemzése sikertelen.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_samlTestInformation,ZaMsg.properties,SP initiated login URL will use the Domain from configured URL in zimbraWebClientLoginURL value. Test SSO needs active account on IdP & Zimbra both for test to succeed.,Az SP által kezdeményezett bejelentkezési URL a zimbraWebClientLoginURL értékben konfigurált URL-cím tartományát fogja használni. A teszt SSO-nak aktív IdP-fiókra és Zimbra-ra is szüksége van a teszt sikeres lebonyolításához.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_samlTestExplanation,ZaMsg.properties,You can test SAML login based on the saved settings. Please make sure settings are saved before you start testing.,"A mentett beállítások alapján tesztelheti a SAML bejelentkezést. Kérjük, győződjön meg arról, hogy a beállítások mentve vannak a tesztelés megkezdése előtt.",Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_testNow,ZaMsg.properties,Test now,Tesztelje most,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_samlStatus,ZaMsg.properties,SAML status:,SAML állapot:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_samlLastTested,ZaMsg.properties,Last tested:,Utolsó tesztelés:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlStatusNotTested,ZaMsg.properties,Not tested,Nem tesztelt,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlStatusInProgress,ZaMsg.properties,In progress,Folyamatban van,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlStatusFailed,ZaMsg.properties,Failed ({0}),Sikertelen ({0}),Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlStatusSucceeded,ZaMsg.properties,Succeeded,Sikerült,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,LBL_confirmation,ZaMsg.properties,Confirmation,Megerősítés,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlInTestingByAnotherAdmin,ZaMsg.properties,Another administrator may be testing. Do you want to start testing? The other test will fail if you start it.,"Egy másik rendszergazda is tesztelhet. Elkezdi a tesztelést? A másik teszt sikertelen lesz, ha elindítja.",Awkward,Lost the nuance that another admin may currently be testing (rendered as a general capability instead of a present-tense warning).,"Lehet, hogy egy másik rendszergazda éppen tesztel. Szeretné elkezdeni a tesztelést? A másik teszt sikertelen lesz, ha elindítja."
hu,samlTestConfigurationError,ZaMsg.properties,Neither zimbraWebClientLoginURL nor zimbraPublicServiceHostname is configured. Please update configuration and try it again.,"Sem a zimbraWebClientLoginURL, sem a zimbraPublicServiceHostname nincs konfigurálva. Kérjük, frissítse a konfigurációt, és próbálja újra.",Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestInitializationError,ZaMsg.properties,Initialization for SAML test failed. Please wait for a while and try it again.,"A SAML teszt inicializálása sikertelen. Kérjük, várjon egy kicsit, majd próbálja újra.",Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestResultFetchError,ZaMsg.properties,Test result could not be fetched. Please reload the page to get the result.,"A teszteredmény nem kérhető le. Kérjük, töltse be újra az oldalt az eredmény megtekintéséhez.",Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_MISSING_SAML_RESPONSE,ZaMsg.properties,IdP did not return SAMLResponse,Az IdP nem adott vissza SAMLResponse értéket,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_MISSING_PAYLOAD,ZaMsg.properties,SAMLResponse content was empty or corrupted,SAMLResponse tartalom üres vagy sérült volt,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_NAMEID_NOT_FOUND,ZaMsg.properties,An account was not found or NameID format mismatch,"Nem található fiók, vagy a NameID formátuma nem egyezik.",Awkward,"Trailing period inconsistent with the short-phrase convention used for samlTestError_* substituted into ""Failed (...)"".","Nem található fiók, vagy a NameID formátuma nem egyezik"
hu,samlTestError_CERT_MISMATCH,ZaMsg.properties,Certificate mismatch,Tanúsítvány-eltérés,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_ACS_URL_MISMATCH,ZaMsg.properties,ACS URL configured in IdP did not match an actual endpoint in Zimbra,Az IdP-ben konfigurált ACS URL nem egyezett meg egy tényleges végponttal a Zimbrában.,Awkward,Trailing period inconsistent with short-phrase convention.,Az IdP-ben konfigurált ACS URL nem egyezett meg egy tényleges végponttal a Zimbrában
hu,samlTestError_ASSERTION_NOT_YET_VALID,ZaMsg.properties,Assertion not yet valid,Az állítás még nem érvényes,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_ASSERTION_EXPIRED,ZaMsg.properties,Assertion expired,Az állítás lejárt,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_RESPONSE_STATUS_ERROR,ZaMsg.properties,IdP returned a non-success response,Az IdP sikertelen választ adott vissza.,Awkward,Trailing period inconsistent with short-phrase convention.,Az IdP sikertelen választ adott vissza
hu,samlTestError_INVALID_PROTOCOL,ZaMsg.properties,Unsupported SAML version,Nem támogatott SAML-verzió,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_SERVER_NOT_FOUND,ZaMsg.properties,No mailbox server was found for an authenticated account,Nem található postaláda-kiszolgáló egy hitelesített fiókhoz,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_WEBCLIENT_DISABLED,ZaMsg.properties,Web client feature was disabled on an authenticated account,A webes kliens funkció le lett tiltva egy hitelesített fiókon.,Awkward,Trailing period inconsistent with short-phrase convention.,A webes kliens funkció le lett tiltva egy hitelesített fiókon
hu,samlTestError_INTERNAL_ERROR,ZaMsg.properties,Internal server error,Belső szerverhiba,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_ACCOUNT_INACTIVE,ZaMsg.properties,An authenticated account was not active on Zimbra,Egy hitelesített fiók nem volt aktív a Zimbrán,Correct,"Matches English meaning, correct terminology and register for this key_type.",
hu,samlTestError_Unknown,ZaMsg.properties,Unknown error,Ismeretlen hiba,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,NAD_SAML_SSO,ZaMsg.properties,SAML/SSO,SAML/SSO,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraMyoneloginSamlSigningCert,ZaMsg.properties,IdP's X.509 signing certificate:,Sertifikat penandatanganan X.509 IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlSpEntityId,ZaMsg.properties,SP Entity ID:,ID entitas SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlACSURL,ZaMsg.properties,Assertion Consumer Service URL:,URL layanan konsumen pernyataan:,Awkward,"Stacked genitive ""layanan konsumen pernyataan"" is unclear/ungrammatical for the fixed SAML term Assertion Consumer Service.",URL Assertion Consumer Service (ACS):
in,LBL_zimbraSamlSSOURL,ZaMsg.properties,IdP Single Sign-On (SSO) URL:,URL Single Sign-On (SSO) IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlSLOURL,ZaMsg.properties,IdP Single Logout (SLO) URL:,URL Single Logout (SLO) IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlNameIdFormat,ZaMsg.properties,NameID format:,Format NameID:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlDateFormat,ZaMsg.properties,Date format for instant timestamps:,Format tanggal untuk stempel waktu instan:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlLogoutLandingURL,ZaMsg.properties,Logout landing redirect URL:,URL pengalihan halaman keluar:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlDocumentEncoding,ZaMsg.properties,Document encoding:,Pengkodean dokumen:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlErrorURL,ZaMsg.properties,Error redirect URL:,URL pengalihan kesalahan:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlInactiveAccountURL,ZaMsg.properties,Inactive account redirect URL:,URL pengalihan akun tidak aktif:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlWebclientDisabledAccountUrl,ZaMsg.properties,Webclient-disabled account redirect URL:,URL pengalihan akun webclient-disabled:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlSpSigningKey,ZaMsg.properties,SP signing key:,Kunci penandatanganan SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraSamlSpSigningCertificate,ZaMsg.properties,SP signing certificate:,Sertifikat penandatanganan SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraCsrfRefererCheckEnabled,ZaMsg.properties,CSRF referer check:,Pemeriksaan referer CSRF:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_zimbraCsrfAllowedRefererHosts,ZaMsg.properties,CSRF allowed referer host:,Host referer yang diizinkan CSRF:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_xmlFile,ZaMsg.properties,XML file:,File XML:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_upload,ZaMsg.properties,Upload,Mengunggah,Awkward,"""Mengunggah"" is a gerund/continuous verb form (""uploading""); Indonesian button labels use the base imperative verb form.",Unggah
in,LBL_samlXmlUploadExplanation,ZaMsg.properties,You can upload IdP metadata XML to fill the fields below.,Anda dapat mengunggah metadata XML IdP untuk mengisi kolom di bawah ini.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,fileUnselectedError,ZaMsg.properties,You must choose a file.,Anda harus memilih sebuah file.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,parseXmlSuccessful,ZaMsg.properties,XML file could be parsed successfully.,File XML berhasil diuraikan.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,parseXmlFailed,ZaMsg.properties,XML file could not be parsed.,Berkas XML tidak dapat diuraikan.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_samlTestInformation,ZaMsg.properties,SP initiated login URL will use the Domain from configured URL in zimbraWebClientLoginURL value. Test SSO needs active account on IdP & Zimbra both for test to succeed.,URL login yang diinisiasi SP akan menggunakan Domain dari URL yang dikonfigurasi dalam nilai zimbraWebClientLoginURL. Pengujian SSO membutuhkan akun aktif di IdP & Zimbra agar pengujian berhasil.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_samlTestExplanation,ZaMsg.properties,You can test SAML login based on the saved settings. Please make sure settings are saved before you start testing.,Anda dapat menguji login SAML berdasarkan pengaturan yang tersimpan. Pastikan pengaturan telah tersimpan sebelum Anda memulai pengujian.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_testNow,ZaMsg.properties,Test now,Uji sekarang,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_samlStatus,ZaMsg.properties,SAML status:,Status SAML:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_samlLastTested,ZaMsg.properties,Last tested:,Terakhir diuji:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlStatusNotTested,ZaMsg.properties,Not tested,Belum diuji,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlStatusInProgress,ZaMsg.properties,In progress,Sedang berlangsung,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlStatusFailed,ZaMsg.properties,Failed ({0}),Gagal ({0}),Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlStatusSucceeded,ZaMsg.properties,Succeeded,Berhasil,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,LBL_confirmation,ZaMsg.properties,Confirmation,Konfirmasi,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlInTestingByAnotherAdmin,ZaMsg.properties,Another administrator may be testing. Do you want to start testing? The other test will fail if you start it.,Administrator lain mungkin sedang melakukan pengujian. Apakah Anda ingin memulai pengujian? Pengujian lainnya akan gagal jika Anda memulainya.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestConfigurationError,ZaMsg.properties,Neither zimbraWebClientLoginURL nor zimbraPublicServiceHostname is configured. Please update configuration and try it again.,Baik zimbraWebClientLoginURL maupun zimbraPublicServiceHostname belum dikonfigurasi. Harap perbarui konfigurasi dan coba lagi.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestInitializationError,ZaMsg.properties,Initialization for SAML test failed. Please wait for a while and try it again.,Inisialisasi untuk pengujian SAML gagal. Mohon tunggu sebentar dan coba lagi.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestResultFetchError,ZaMsg.properties,Test result could not be fetched. Please reload the page to get the result.,Hasil pengujian tidak dapat diambil. Silakan muat ulang halaman untuk mendapatkan hasilnya.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_MISSING_SAML_RESPONSE,ZaMsg.properties,IdP did not return SAMLResponse,IdP tidak mengembalikan SAMLResponse,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_MISSING_PAYLOAD,ZaMsg.properties,SAMLResponse content was empty or corrupted,Konten SAMLResponse kosong atau rusak,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_NAMEID_NOT_FOUND,ZaMsg.properties,An account was not found or NameID format mismatch,Akun tidak ditemukan atau format NameID tidak cocok.,Awkward,"Trailing period inconsistent with short-phrase convention for samlTestError_* substituted into ""Gagal (...)"".",Akun tidak ditemukan atau format NameID tidak cocok
in,samlTestError_CERT_MISMATCH,ZaMsg.properties,Certificate mismatch,Ketidaksesuaian sertifikat,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_ACS_URL_MISMATCH,ZaMsg.properties,ACS URL configured in IdP did not match an actual endpoint in Zimbra,URL ACS yang dikonfigurasi di IdP tidak sesuai dengan endpoint sebenarnya di Zimbra.,Awkward,Trailing period inconsistent with short-phrase convention.,URL ACS yang dikonfigurasi di IdP tidak sesuai dengan endpoint sebenarnya di Zimbra
in,samlTestError_ASSERTION_NOT_YET_VALID,ZaMsg.properties,Assertion not yet valid,Pernyataan belum valid,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_ASSERTION_EXPIRED,ZaMsg.properties,Assertion expired,Pernyataan tersebut telah kedaluwarsa.,Awkward,Trailing period inconsistent with short-phrase convention.,Pernyataan tersebut telah kedaluwarsa
in,samlTestError_RESPONSE_STATUS_ERROR,ZaMsg.properties,IdP returned a non-success response,IdP memberikan respons yang tidak berhasil.,Awkward,Trailing period inconsistent with short-phrase convention.,IdP memberikan respons yang tidak berhasil
in,samlTestError_INVALID_PROTOCOL,ZaMsg.properties,Unsupported SAML version,Versi SAML yang tidak didukung,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_SERVER_NOT_FOUND,ZaMsg.properties,No mailbox server was found for an authenticated account,Tidak ditemukan server kotak surat untuk akun yang diautentikasi.,Awkward,Trailing period inconsistent with short-phrase convention.,Tidak ditemukan server kotak surat untuk akun yang diautentikasi
in,samlTestError_WEBCLIENT_DISABLED,ZaMsg.properties,Web client feature was disabled on an authenticated account,Fitur klien web dinonaktifkan pada akun yang telah diautentikasi.,Awkward,Trailing period inconsistent with short-phrase convention.,Fitur klien web dinonaktifkan pada akun yang telah diautentikasi
in,samlTestError_INTERNAL_ERROR,ZaMsg.properties,Internal server error,Kesalahan server internal,Correct,"Matches English meaning, correct terminology and register for this key_type.",
in,samlTestError_ACCOUNT_INACTIVE,ZaMsg.properties,An authenticated account was not active on Zimbra,Akun terautentikasi tidak aktif di Zimbra.,Awkward,Trailing period inconsistent with short-phrase convention.,Akun terautentikasi tidak aktif di Zimbra
in,samlTestError_Unknown,ZaMsg.properties,Unknown error,Kesalahan tidak dikenal,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,NAD_SAML_SSO,ZaMsg.properties,SAML/SSO,SAML/SSO,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraMyoneloginSamlSigningCert,ZaMsg.properties,IdP's X.509 signing certificate:,Certificato di firma X.509 dell’IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlSpEntityId,ZaMsg.properties,SP Entity ID:,ID entità SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlACSURL,ZaMsg.properties,Assertion Consumer Service URL:,URL del servizio di assistenza clienti per le asserzioni:,Wrong,"""servizio di assistenza clienti"" (customer support service) is a false-friend mistranslation of ""Consumer"" in Assertion Consumer Service; ACS is a fixed SAML technical term.",URL Assertion Consumer Service (ACS):
it,LBL_zimbraSamlSSOURL,ZaMsg.properties,IdP Single Sign-On (SSO) URL:,URL di Single Sign-On (SSO) dell’IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlSLOURL,ZaMsg.properties,IdP Single Logout (SLO) URL:,URL di disconnessione singola (SLO) dell’IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlNameIdFormat,ZaMsg.properties,NameID format:,Formato NameID:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlDateFormat,ZaMsg.properties,Date format for instant timestamps:,Formato data per timestamp istantanei:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlLogoutLandingURL,ZaMsg.properties,Logout landing redirect URL:,URL di reindirizzamento alla pagina di disconnessione:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlDocumentEncoding,ZaMsg.properties,Document encoding:,Codifica del documento:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlErrorURL,ZaMsg.properties,Error redirect URL:,URL di reindirizzamento errore:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlInactiveAccountURL,ZaMsg.properties,Inactive account redirect URL:,URL di reindirizzamento per account inattivi:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlWebclientDisabledAccountUrl,ZaMsg.properties,Webclient-disabled account redirect URL:,URL di reindirizzamento per account webclient-disabled:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlSpSigningKey,ZaMsg.properties,SP signing key:,Chiave di firma SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraSamlSpSigningCertificate,ZaMsg.properties,SP signing certificate:,Certificato di firma SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraCsrfRefererCheckEnabled,ZaMsg.properties,CSRF referer check:,Controllo referrer CSRF:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_zimbraCsrfAllowedRefererHosts,ZaMsg.properties,CSRF allowed referer host:,Host referer consentito da CSRF:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_xmlFile,ZaMsg.properties,XML file:,File XML:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_upload,ZaMsg.properties,Upload,Caricamento,Awkward,"""Caricamento"" reads as the noun/process ""Uploading"" rather than a button command; Italian UI buttons use the imperative verb.",Carica
it,LBL_samlXmlUploadExplanation,ZaMsg.properties,You can upload IdP metadata XML to fill the fields below.,È possibile caricare i metadati XML dell’IdP per compilare i campi sottostanti.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,fileUnselectedError,ZaMsg.properties,You must choose a file.,Devi scegliere un file.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,parseXmlSuccessful,ZaMsg.properties,XML file could be parsed successfully.,Il file XML è stato analizzato correttamente.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,parseXmlFailed,ZaMsg.properties,XML file could not be parsed.,Impossibile analizzare il file XML.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_samlTestInformation,ZaMsg.properties,SP initiated login URL will use the Domain from configured URL in zimbraWebClientLoginURL value. Test SSO needs active account on IdP & Zimbra both for test to succeed.,L’URL di accesso avviato dal SP utilizzerà il dominio dall’URL configurato nel valore zimbraWebClientLoginURL. Il test SSO richiede un account attivo sia sull’IdP che su Zimbra affinché il test abbia successo.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_samlTestExplanation,ZaMsg.properties,You can test SAML login based on the saved settings. Please make sure settings are saved before you start testing.,È possibile testare l’accesso SAML utilizzando le impostazioni salvate. Assicurarsi che le impostazioni siano state salvate prima di iniziare il test.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_testNow,ZaMsg.properties,Test now,Prova ora,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_samlStatus,ZaMsg.properties,SAML status:,Stato SAML:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_samlLastTested,ZaMsg.properties,Last tested:,Ultimo test effettuato:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlStatusNotTested,ZaMsg.properties,Not tested,Non testato,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlStatusInProgress,ZaMsg.properties,In progress,In corso,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlStatusFailed,ZaMsg.properties,Failed ({0}),Fallito ({0}),Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlStatusSucceeded,ZaMsg.properties,Succeeded,Successo,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,LBL_confirmation,ZaMsg.properties,Confirmation,Conferma,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlInTestingByAnotherAdmin,ZaMsg.properties,Another administrator may be testing. Do you want to start testing? The other test will fail if you start it.,"Un altro amministratore potrebbe star eseguendo dei test. Vuoi iniziare anche tu i test? Se li avvii, l’altro test fallirà.",Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestConfigurationError,ZaMsg.properties,Neither zimbraWebClientLoginURL nor zimbraPublicServiceHostname is configured. Please update configuration and try it again.,Né zimbraWebClientLoginURL né zimbraPublicServiceHostname sono configurati. Aggiorna la configurazione e riprova.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestInitializationError,ZaMsg.properties,Initialization for SAML test failed. Please wait for a while and try it again.,L’inizializzazione per il test SAML non è riuscita. Attendi qualche istante e riprova.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestResultFetchError,ZaMsg.properties,Test result could not be fetched. Please reload the page to get the result.,Impossibile recuperare il risultato del test. Ricarica la pagina per visualizzare il risultato.,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_MISSING_SAML_RESPONSE,ZaMsg.properties,IdP did not return SAMLResponse,L’IdP non ha restituito SAMLResponse,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_MISSING_PAYLOAD,ZaMsg.properties,SAMLResponse content was empty or corrupted,Il contenuto di SAMLResponse era vuoto o danneggiato,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_NAMEID_NOT_FOUND,ZaMsg.properties,An account was not found or NameID format mismatch,Account non trovato o formato NameID non corrispondente,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_CERT_MISMATCH,ZaMsg.properties,Certificate mismatch,Mancata corrispondenza del certificato,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_ACS_URL_MISMATCH,ZaMsg.properties,ACS URL configured in IdP did not match an actual endpoint in Zimbra,L’URL ACS configurato nell’IdP non corrispondeva a un endpoint effettivo in Zimbra.,Awkward,"Trailing period inconsistent with short-phrase convention for samlTestError_* substituted into ""Fallito (...)"".",L’URL ACS configurato nell’IdP non corrispondeva a un endpoint effettivo in Zimbra
it,samlTestError_ASSERTION_NOT_YET_VALID,ZaMsg.properties,Assertion not yet valid,Asserzione non ancora valida,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_ASSERTION_EXPIRED,ZaMsg.properties,Assertion expired,Asserzione scaduta,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_RESPONSE_STATUS_ERROR,ZaMsg.properties,IdP returned a non-success response,IdP ha restituito una risposta di mancato successo,Awkward,"""risposta di mancato successo"" (a response of non-success) is clunky/literal; a more natural Italian phrasing reads better. proposed_correction now uses \u2019 escape instead of raw UTF-8 curly quote, per .properties encoding rules.",L’IdP ha restituito una risposta non riuscita
it,samlTestError_INVALID_PROTOCOL,ZaMsg.properties,Unsupported SAML version,Versione SAML non supportata,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_SERVER_NOT_FOUND,ZaMsg.properties,No mailbox server was found for an authenticated account,Non è stato trovato alcun server di posta elettronica per l’account autenticato.,Awkward,Trailing period inconsistent with short-phrase convention.,Non è stato trovato alcun server di posta elettronica per l’account autenticato
it,samlTestError_WEBCLIENT_DISABLED,ZaMsg.properties,Web client feature was disabled on an authenticated account,La funzionalità client web è stata disabilitata su un account autenticato.,Awkward,Trailing period inconsistent with short-phrase convention.,La funzionalità client web è stata disabilitata su un account autenticato
it,samlTestError_INTERNAL_ERROR,ZaMsg.properties,Internal server error,Errore interno del server,Correct,"Matches English meaning, correct terminology and register for this key_type.",
it,samlTestError_ACCOUNT_INACTIVE,ZaMsg.properties,An authenticated account was not active on Zimbra,Su Zimbra non risultava attivo alcun account autenticato.,Awkward,Trailing period inconsistent with short-phrase convention.,Su Zimbra non risultava attivo alcun account autenticato
it,samlTestError_Unknown,ZaMsg.properties,Unknown error,Errore sconosciuto,Correct,"Matches English meaning, correct terminology and register for this key_type.",
iw,NAD_SAML_SSO,ZaMsg.properties,SAML/SSO,SAML/SSO,Correct,"Matches English meaning, correct terminology and register for this key_type.",
iw,LBL_zimbraMyoneloginSamlSigningCert,ZaMsg.properties,IdP's X.509 signing certificate:,תעודת החתימה X.509 של IdP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
iw,LBL_zimbraSamlSpEntityId,ZaMsg.properties,SP Entity ID:,מזהה ישות SP:,Correct,"Matches English meaning, correct terminology and register for this key_type.",
